"학적상태","입학년도","입학학기","졸업년도","졸업학기","대학코드","수료년도","수료학기","국적","생년월일","학과코드","군대상태","대학","학과","다전공종류","이중전공","융합전공","입학유형","입학구분","성별","캠퍼스구분","나이","Id","isoIndex"
"졸업",2015,"1R",2019,"1R",4652,NA,"","KOR",1995,4653,NA,"생명과학대학","생명과학부","심화전공","","","정시_수능","정원내신입학","여",1,21,26284,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","경영학과","","수시_특기자","정원내신입학","여",1,20,26352,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1994,146,NA,"문과대학","영어영문학과","이중전공","경제학과","","수시_학생부교과","정원내신입학","여",1,21,26353,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1996,146,NA,"문과대학","영어영문학과","융합전공","","기후변화융합전공","수시_학생부교과","정원내신입학","여",1,19,26354,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,146,NA,"문과대학","영어영문학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26355,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1994,146,NA,"문과대학","영어영문학과","융합전공","","패션디자인및머천다이징융합전공","정시_수능","정원내신입학","여",1,21,26356,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,146,NA,"문과대학","영어영문학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26357,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1994,146,NA,"문과대학","영어영문학과","이중전공","식품자원경제학과","","정시_수능","정원내신입학","여",1,21,26358,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1993,146,NA,"문과대학","영어영문학과","융합전공","","공공거버넌스와리더십융합전공","정시_수능","정원내신입학","여",1,22,26359,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","경영학과","","정시_수능","정원내신입학","여",1,20,26360,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","경영학과","","수시_학생부교과","정원내신입학","여",1,20,26361,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1996,146,NA,"문과대학","영어영문학과","이중전공","심리학과","","정시_수능","정원내신입학","여",1,19,26362,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","심리학과","","수시_학생부교과","정원내신입학","여",1,20,26363,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","경영학과","","정시_수능","정원내신입학","여",1,20,26364,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","경제학과","","정시_수능","정원내신입학","여",1,20,26365,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1995,146,NA,"문과대학","영어영문학과","이중전공","사회학과","","정시_수능","정원내신입학","여",1,20,26366,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,146,NA,"문과대학","영어영문학과","","","","수시_특기자","정원내신입학","여",1,20,26367,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,153,NA,"문과대학","독어독문학과","이중전공","국제학부","","글로벌인재","정원내신입학","여",1,20,26368,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1996,5597,NA,"공과대학","전기전자공학부","심화전공","","","과학영재","정원내신입학","여",1,19,26369,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1995,5597,NA,"공과대학","전기전자공학부","심화전공","","","정시_수능","정원내신입학","여",1,20,26370,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1995,5597,NA,"공과대학","전기전자공학부","심화전공","","","정시_수능","정원내신입학","남",1,20,26371,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1996,5597,NA,"공과대학","전기전자공학부","심화전공","","","정시_수능","정원내신입학","남",1,19,26372,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1994,5597,NA,"공과대학","전기전자공학부","심화전공","","","정시_수능","정원내신입학","여",1,21,26373,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1995,5597,NA,"공과대학","전기전자공학부","심화전공","","","과학영재","정원내신입학","남",1,20,26374,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1995,5597,NA,"공과대학","전기전자공학부","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26375,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","KOR",1996,5597,NA,"공과대학","전기전자공학부","심화전공","","","과학영재","정원내신입학","여",1,19,26376,NA
"졸업",2014,"1R",2019,"1R",217,NA,"","ARE",1994,5597,NA,"공과대학","전기전자공학부","심화전공","","","외국인","정원외신입학","남",1,21,26377,NA
"졸업",2014,"2R",2019,"1R",217,NA,"","SAU",1994,5597,NA,"공과대학","전기전자공학부","심화전공","","","외국인","정원외신입학","남",1,21,26378,NA
"졸업",2016,"1R",2019,"1R",217,2018,"2R","KOR",1992,5597,11,"공과대학","전기전자공학부","","","","학사편입학","정원외학사편입학","남",1,25,26379,NA
"졸업",2016,"1R",2019,"1R",217,NA,"","KOR",1994,5597,NA,"공과대학","전기전자공학부","심화전공","","","정시_수능","정원내편입학","여",1,23,26380,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,236,NA,"사범대학","교육학과","이중전공","경제학과","","수시_학생부교과","정원내신입학","여",1,20,26381,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,236,NA,"사범대학","교육학과","","","","정시_수능","정원내신입학","여",1,20,26382,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1996,236,NA,"사범대학","교육학과","심화전공","","","수시_학생부교과","정원내신입학","여",1,19,26383,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,236,NA,"사범대학","교육학과","이중전공","심리학과","","정시_수능","정원내신입학","여",1,20,26384,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,236,NA,"사범대학","교육학과","이중전공","심리학과","","정시_수능","정원내신입학","여",1,21,26385,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,236,NA,"사범대학","교육학과","이중전공","미디어학부","","정시_수능","정원내신입학","여",1,20,26386,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,211,NA,"이과대학","수학과","융합전공","","암호학융합전공","정시_수능","정원내신입학","여",1,20,26387,NA
"졸업",2017,"1R",2019,"1R",209,NA,"","KOR",1988,211,NA,"이과대학","수학과","심화전공","","","정시_수능","정원내편입학","여",1,30,26388,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,212,NA,"이과대학","물리학과","심화전공","","","정시_기회균등","정원외신입학","남",1,20,26389,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,212,NA,"이과대학","물리학과","심화전공","","","정시_수능","정원내신입학","남",1,20,26390,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,212,NA,"이과대학","물리학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26391,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,212,NA,"이과대학","물리학과","심화전공","","","수시_특기자","정원내신입학","남",1,20,26392,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,212,NA,"이과대학","물리학과","이중전공","전기전자공학부","","수시_학생부교과","정원내신입학","여",1,20,26393,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1994,213,NA,"이과대학","화학과","심화전공","","","정시_수능","정원내신입학","남",1,22,26394,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,213,NA,"이과대학","화학과","심화전공","","","수시_학생부종합","정원내신입학","남",1,20,26395,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1994,213,NA,"이과대학","화학과","심화전공","","","재외국민","정원외신입학","여",1,22,26396,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,213,NA,"이과대학","화학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26397,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,213,NA,"이과대학","화학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26398,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1997,213,NA,"이과대학","화학과","심화전공","","","정시_수능","정원내신입학","여",1,19,26399,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,213,NA,"이과대학","화학과","이중전공","식품공학과","","수시_학생부종합","정원내신입학","여",1,20,26400,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","CHN",1995,213,NA,"이과대학","화학과","이중전공","독어독문학과","","외국인","정원외신입학","여",1,21,26401,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","MYS",1995,213,NA,"이과대학","화학과","융합전공","","GKS 융합전공","외국인","정원외신입학","여",1,21,26402,NA
"졸업",2017,"1R",2019,"1R",209,NA,"","KOR",1992,213,11,"이과대학","화학과","심화전공","","","정시_수능","정원내편입학","남",1,26,26403,NA
"졸업",2017,"1R",2019,"1R",209,NA,"","KOR",1993,213,11,"이과대학","화학과","심화전공","","","정시_수능","정원내편입학","남",1,25,26404,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,153,NA,"문과대학","독어독문학과","이중전공","심리학과","","정시_수능","정원내신입학","여",1,20,26523,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1996,153,NA,"문과대학","독어독문학과","이중전공","사회학과","","정시_수능","정원내신입학","여",1,19,26524,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1994,153,NA,"문과대학","독어독문학과","융합전공","","인문학과문화산업융합전공","정시_수능","정원내신입학","여",1,21,26525,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1995,154,NA,"문과대학","불어불문학과","이중전공","경영학과","","글로벌인재","정원내신입학","여",1,20,26526,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1994,154,NA,"문과대학","불어불문학과","이중전공","미디어학부","","정시_수능","정원내신입학","여",1,21,26527,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,154,NA,"문과대학","불어불문학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26528,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,154,NA,"문과대학","불어불문학과","이중전공","식품자원경제학과","","정시_수능","정원내신입학","여",1,20,26529,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1996,154,NA,"문과대학","불어불문학과","이중전공","행정학과","","정시_수능","정원내신입학","여",1,19,26530,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,154,NA,"문과대학","불어불문학과","이중전공","미디어학부","","정시_수능","정원내신입학","여",1,20,26531,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,154,NA,"문과대학","불어불문학과","심화전공","","","글로벌인재","정원내신입학","여",1,20,26532,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,154,NA,"문과대학","불어불문학과","이중전공","경영학과","","수시_특기자","정원내신입학","여",1,20,26533,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,155,NA,"문과대학","중어중문학과","이중전공","경영학과","","글로벌인재","정원내신입학","여",1,20,26534,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","JPN",1995,155,NA,"문과대학","중어중문학과","이중전공","사회학과","","외국인","정원외신입학","여",1,20,26535,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,155,NA,"문과대학","중어중문학과","이중전공","국제학부","","순수정원외(=12년과정)","정원외신입학","여",1,20,26536,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1994,155,NA,"문과대학","중어중문학과","융합전공","","금융공학융합전공","정시_수능","정원내신입학","여",1,21,26537,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,155,NA,"문과대학","중어중문학과","이중전공","식품자원경제학과","","수시_학생부교과","정원내신입학","여",1,20,26538,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,236,NA,"사범대학","교육학과","이중전공","국어국문학과","","정시_수능","정원내신입학","여",1,21,26540,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,240,NA,"사범대학","국어교육과","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26541,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,240,NA,"사범대학","국어교육과","융합전공","","다문화한국어교육융합전공","정시_수능","정원내신입학","여",1,20,26542,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,240,NA,"사범대학","국어교육과","융합전공","","다문화한국어교육융합전공","정시_수능","정원내신입학","여",1,20,26543,NA
"졸업",2014,"1R",2019,"1R",234,2018,"1R","KOR",1995,240,NA,"사범대학","국어교육과","융합전공","","다문화한국어교육융합전공","정시_수능","정원내신입학","여",1,20,26544,NA
"졸업",2014,"1R",2019,"1R",234,2018,"1R","KOR",1995,241,NA,"사범대학","영어교육과","이중전공","심리학과","","정시_수능","정원내신입학","여",1,20,26545,NA
"졸업",2014,"1R",2019,"1R",234,2018,"1R","KOR",1994,241,NA,"사범대학","영어교육과","이중전공","일어일문학과","","정시_수능","정원내신입학","여",1,21,26546,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1996,241,NA,"사범대학","영어교육과","이중전공","국어교육과","","정시_수능","정원내신입학","여",1,19,26547,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1994,241,NA,"사범대학","영어교육과","이중전공","경제학과","","정시_수능","정원내신입학","여",1,21,26548,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1996,241,NA,"사범대학","영어교육과","심화전공","","","수시_학생부교과","정원내신입학","여",1,19,26549,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,241,NA,"사범대학","영어교육과","이중전공","경영학과","","정시_수능","정원내신입학","여",1,21,26550,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,241,NA,"사범대학","영어교육과","심화전공","","","정시_수능","정원내신입학","여",1,20,26551,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,241,NA,"사범대학","영어교육과","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26552,NA
"졸업",2014,"1R",2019,"1R",234,2018,"1R","KOR",1994,241,NA,"사범대학","영어교육과","융합전공","","다문화한국어교육융합전공","정시_수능","정원내신입학","여",1,21,26553,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,241,NA,"사범대학","영어교육과","심화전공","","","정시_수능","정원내신입학","여",1,20,26554,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,241,NA,"사범대학","영어교육과","심화전공","","","글로벌인재","정원내신입학","여",1,20,26555,NA
"졸업",2017,"1R",2019,"1R",209,NA,"","KOR",1993,213,11,"이과대학","화학과","심화전공","","","정시_수능","정원내편입학","남",1,25,26557,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,215,NA,"이과대학","지구환경과학과","심화전공","","","수시_학생부종합","정원내신입학","여",1,20,26558,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1994,215,NA,"이과대학","지구환경과학과","심화전공","","","정시_수능","정원내신입학","여",1,22,26559,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1996,215,NA,"이과대학","지구환경과학과","심화전공","","","정시_수능","정원내신입학","남",1,20,26560,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","KOR",1997,215,NA,"이과대학","지구환경과학과","심화전공","","","수시_특기자","정원내신입학","남",1,19,26561,NA
"졸업",2015,"1R",2019,"1R",209,NA,"","MYS",1995,215,NA,"이과대학","지구환경과학과","심화전공","","","외국인","정원외신입학","여",1,21,26562,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_수능","정원내신입학","남",1,21,26563,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","융합전공","","메디컬융합공학융합전공","수시_학생부종합","정원내신입학","남",1,20,26564,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26565,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_수능","정원내신입학","남",1,21,26566,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","재외국민","정원외신입학","여",1,20,26567,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_기회균등","정원외신입학","여",1,20,26568,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26569,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4084,NA,"공과대학","화공생명공학과","심화전공","","","재외국민","정원외신입학","남",1,21,26570,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_수능","정원내신입학","남",1,20,26571,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26572,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26573,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26574,NA
"졸업",2015,"1R",2019,"1R",4652,NA,"","KOR",1996,4654,NA,"생명과학대학","생명공학부","심화전공","","","정시_수능","정원내신입학","여",1,20,26633,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1996,155,NA,"문과대학","중어중문학과","이중전공","식품자원경제학과","","수시_특기자","정원내신입학","여",1,19,26706,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,155,NA,"문과대학","중어중문학과","이중전공","경영학과","","수시_학생부교과","정원내신입학","여",1,20,26707,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1994,155,NA,"문과대학","중어중문학과","이중전공","산업경영공학부","","정시_수능","정원내신입학","여",1,21,26708,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1994,155,NA,"문과대학","중어중문학과","이중전공","정치외교학과","","정시_수능","정원내신입학","남",1,21,26709,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1995,155,NA,"문과대학","중어중문학과","이중전공","정치외교학과","","정시_수능","정원내신입학","여",1,20,26710,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,155,NA,"문과대학","중어중문학과","이중전공","정치외교학과","","정시_수능","정원내신입학","여",1,20,26711,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1994,155,NA,"문과대학","중어중문학과","이중전공","경제학과","","정시_수능","정원내신입학","여",1,21,26712,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1994,155,NA,"문과대학","중어중문학과","이중전공","사회학과","","북한귀순동포","정원외신입학","여",1,21,26713,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1994,155,NA,"문과대학","중어중문학과","이중전공","사회학과","","정시_수능","정원내신입학","여",1,21,26714,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,156,NA,"문과대학","노어노문학과","이중전공","경제학과","","순수정원외(=12년과정)","정원외신입학","여",1,20,26715,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,156,NA,"문과대학","노어노문학과","이중전공","심리학과","","정시_수능","정원내신입학","여",1,20,26716,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1994,156,NA,"문과대학","노어노문학과","이중전공","경제학과","","글로벌인재","정원내신입학","여",1,21,26717,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1994,156,NA,"문과대학","노어노문학과","이중전공","영어영문학과","","재외국민","정원외신입학","여",1,21,26718,NA
"졸업",2014,"1R",2019,"1R",143,2018,"2R","KOR",1995,156,NA,"문과대학","노어노문학과","융합전공","","PEL융합전공","정시_수능","정원내신입학","여",1,20,26719,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,156,NA,"문과대학","노어노문학과","심화전공","","","수시_특기자","정원내신입학","여",1,20,26720,NA
"졸업",2014,"1R",2019,"1R",143,2018,"1R","KOR",1994,156,NA,"문과대학","노어노문학과","이중전공","영어영문학과","","정시_수능","정원내신입학","여",1,21,26721,NA
"졸업",2014,"1R",2019,"1R",143,NA,"","KOR",1995,157,NA,"문과대학","일어일문학과","이중전공","정치외교학과","","글로벌인재","정원내신입학","여",1,20,26722,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,241,NA,"사범대학","영어교육과","이중전공","경영학과","","글로벌인재","정원내신입학","여",1,20,26723,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,241,NA,"사범대학","영어교육과","이중전공","컴퓨터학과","","정시_수능","정원내신입학","여",1,20,26724,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1994,241,NA,"사범대학","영어교육과","심화전공","","","정시_수능","정원내신입학","여",1,21,26725,NA
"졸업",2014,"1R",2019,"1R",234,2018,"2R","KOR",1995,241,NA,"사범대학","영어교육과","심화전공","","","정시_기회균등","정원외신입학","여",1,20,26726,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,242,NA,"사범대학","지리교육과","심화전공","","","정시_수능","정원내신입학","남",1,20,26727,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,242,NA,"사범대학","지리교육과","심화전공","","","정시_수능","정원내신입학","여",1,20,26728,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1996,242,NA,"사범대학","지리교육과","이중전공","역사교육과","","정시_수능","정원내신입학","여",1,19,26729,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,242,NA,"사범대학","지리교육과","심화전공","","","정시_수능","정원내신입학","남",1,21,26730,NA
"졸업",2014,"1R",2019,"1R",234,2018,"1R","KOR",1993,243,NA,"사범대학","역사교육과","이중전공","영어교육과","","정시_수능","정원내신입학","여",1,22,26731,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,243,NA,"사범대학","역사교육과","심화전공","","","정시_수능","정원내신입학","여",1,20,26732,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,243,NA,"사범대학","역사교육과","심화전공","","","정시_수능","정원내신입학","여",1,21,26733,NA
"졸업",2014,"1R",2019,"1R",234,2018,"1R","KOR",1995,238,NA,"사범대학","가정교육과","이중전공","경영학과","","정시_수능","정원내신입학","여",1,20,26734,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,238,NA,"사범대학","가정교육과","융합전공","","공공거버넌스와리더십융합전공","정시_수능","정원내신입학","여",1,20,26735,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1995,238,NA,"사범대학","가정교육과","이중전공","수학교육과","","수시_학생부교과","정원내신입학","여",1,20,26736,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,238,NA,"사범대학","가정교육과","융합전공","","패션디자인및머천다이징융합전공","정시_수능","정원내신입학","여",1,21,26737,NA
"졸업",2014,"1R",2019,"1R",234,NA,"","KOR",1994,238,NA,"사범대학","가정교육과","심화전공","","","정시_수능","정원내신입학","여",1,21,26738,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","정시_수능","정원내신입학","여",1,20,26740,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4084,NA,"공과대학","화공생명공학과","심화전공","","","순수정원외(=12년과정)","정원외신입학","남",1,20,26741,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1997,4084,NA,"공과대학","화공생명공학과","심화전공","","","순수정원외(=12년과정)","정원외신입학","여",1,19,26742,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1997,4630,NA,"공과대학","신소재공학부","심화전공","","","수시_학생부교과","정원내신입학","여",1,19,26743,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4630,NA,"공과대학","신소재공학부","심화전공","","","수시_기회균등","정원외신입학","여",1,20,26744,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","남",1,21,26745,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","남",1,20,26746,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1997,4630,NA,"공과대학","신소재공학부","심화전공","","메디컬융합공학융합전공","수시_특기자","정원내신입학","여",1,19,26747,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","남",1,20,26748,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1994,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","남",1,22,26749,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1997,4630,NA,"공과대학","신소재공학부","심화전공","","","수시_특기자","정원내신입학","남",1,19,26750,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","여",1,21,26751,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4630,NA,"공과대학","신소재공학부","심화전공","","","수시_학생부교과","정원내신입학","여",1,20,26752,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","여",1,21,26753,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1995,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","여",1,21,26754,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4630,NA,"공과대학","신소재공학부","심화전공","","","정시_수능","정원내신입학","여",1,20,26755,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","KOR",1996,4630,NA,"공과대학","신소재공학부","심화전공","","","수시_학생부교과","정원내신입학","남",1,20,26756,NA
"졸업",2015,"1R",2019,"1R",217,NA,"","MYS",1995,4630,NA,"공과대학","신소재공학부","심화전공","","","외국인","정원외신입학","남",1,21,26757,NA
"졸업",2015,"1R",2019,"1R",140,NA,"","KOR",1992,142,NA,"경영대학","경영학과","심화전공","","","정시_수능","정원내신입학","남",1,24,26815,NA
"졸업",2015,"1R",2019,"1R",5720,NA,"","KOR",1995,5722,NA,"정보대학","컴퓨터학과","심화전공","","뇌인지과학융합전공","정시_수능","정원내신입학","여",1,21,26852,NA
"졸업",2015,"1R",2019,"1R",5720,NA,"","KOR",1997,5722,NA,"정보대학","컴퓨터학과","심화전공","","","정시_수능","정원내신입학","여",1,19,26853,NA
